patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
215,15.0,15.0,4.550891,5.362309,4.31044,4.619924,4.002216,4.738746,5.492142,4.210224,5.118861,4.131615,3.856732,4.902162,4.165339,4.065521,4.087258,4.27705,4.967314,3.375981,4.462251,3.818375,4.741813,3.570094,2.994317,4.853817,3.341866,2.552266,1.4835,1.189729,1.24804,1.393661,16.732576,,1.963873,1.948413,0.01546,1.006781,0.73832,0.994222,1.809692,1.832262,-0.02257,1.16529,0.605717,1.049349,2.004621,1.955134,0.049488,1.610328,0.646782,1.066988,1.969757,1.545561,0.424196,1.507312,0.566285,1.072895,2.042777,1.610016,0.43276,1.571518,0.596249,1.075115
217,16.0,16.0,5.813611,4.690822,5.515683,4.745843,4.727568,4.583929,4.687078,4.49027,4.986409,4.69939,4.735416,3.8964,3.962945,3.819834,4.16492,5.459745,6.737814,5.47132,6.861606,3.970737,7.098788,5.993896,3.94767,7.204525,3.065468,2.684667,2.965895,2.507519,2.68448,2.584529,10.250098,,1.133272,0.146775,0.986497,2.13555,0.142896,0.97891,1.408167,0.322283,1.085884,2.250855,0.361082,1.036928,1.451002,0.315443,1.13556,2.249226,0.348825,1.05297,1.557218,0.498573,1.058645,2.335233,0.536373,1.059546,1.68105,0.553102,1.127948,2.409756,0.574709,1.06296
221,15.0,15.0,1.228754,1.124774,1.18288,1.149291,1.253815,1.212874,1.069574,1.189959,1.26701,1.243724,1.198245,1.197629,1.156894,1.186962,1.181211,2.745905,2.722672,2.687655,2.939947,2.031284,2.975742,2.657157,1.566239,3.102394,0.742975,0.702883,0.683648,0.69489,0.901337,0.916238,5.231796,,0.222332,0.098535,0.123797,0.268483,0.153488,1.006989,0.311801,0.109574,0.202227,0.513945,0.182008,1.081153,0.339871,0.09804,0.241831,0.590171,0.200316,1.098447,0.359983,0.107834,0.252149,0.638114,0.210002,1.104653,0.412016,0.11159,0.300426,0.738741,0.218056,1.107479
235,15.0,15.0,10.860289,9.936932,10.882212,10.848826,10.961319,9.881882,9.727978,10.966794,9.635472,10.747858,10.675267,9.785629,10.135336,9.630864,9.216449,43.436295,40.859283,43.265308,39.736308,43.197848,39.182175,39.566014,43.597016,39.797364,44.050923,42.740347,39.933306,38.536904,39.019094,39.092967,9.113408,,1.842249,1.783121,0.059128,0.234123,0.15045,0.985393,1.996698,1.796642,0.200056,0.707937,0.183516,1.058336,1.921052,1.805434,0.115619,0.602101,0.175836,1.075423,1.873618,1.802004,0.071614,0.841138,0.195639,1.082292,1.880611,1.808393,0.072219,0.848308,0.205915,1.085183
240,15.0,15.0,8.770203,9.323666,8.41785,8.790877,7.055307,8.483196,8.873938,6.980027,8.283689,7.173757,7.203698,7.414707,7.99516,8.520879,8.009225,13.869587,11.918513,12.801017,11.342128,12.693503,11.325397,10.846227,12.588392,10.989719,12.759439,9.673162,7.760713,6.023859,6.336859,5.617016,8.319106,,0.469727,0.296309,0.173417,0.668284,0.180514,1.054668,0.424488,0.274726,0.149762,0.515584,0.208931,1.112088,0.741176,0.284102,0.457073,1.665873,0.219143,1.122715,0.641501,0.255025,0.386475,1.228692,0.238545,1.123418,0.623153,0.257386,0.365767,1.131056,0.250277,1.122634
244,15.0,15.0,0.755725,0.904653,0.703621,0.87509,0.37315,0.944804,0.852126,0.351205,1.043992,0.346648,0.294772,0.329892,0.338123,0.33483,0.331966,0.293933,0.412023,0.238711,0.627956,0.248672,0.904443,0.3484,0.229309,0.478985,0.228113,0.189638,0.213147,0.198323,0.2093,0.209871,0.300133,,0.755725,0.294772,0.460953,1.397086,0.204721,1.055724,0.904653,0.329892,0.574761,1.990628,0.229544,1.117595,0.87509,0.338123,0.536967,1.771045,0.233746,1.133567,0.944804,0.33483,0.609975,1.973464,0.233633,1.13903,1.043992,0.331966,0.712026,2.216546,0.245713,1.141235
245,15.0,15.0,1.532252,2.805014,1.057754,2.226713,1.112123,3.005847,2.473268,0.702198,2.994748,0.816799,0.852205,1.392693,1.469496,1.527911,1.549695,3.838198,3.610439,3.614632,3.906847,1.893759,3.772589,3.234998,1.88972,3.948649,1.838253,1.644824,0.773669,0.464507,0.533355,0.530746,6.371684,,0.38654,0.297629,0.088911,0.288322,0.153942,1.020621,0.411382,0.303654,0.107727,0.33814,0.183871,1.084803,0.496659,0.307803,0.188856,0.646858,0.19957,1.104512,0.567545,0.301818,0.265727,0.92363,0.201174,1.1122,0.630608,0.31081,0.319798,1.161473,0.213195,1.115986
247,15.0,15.0,10.741552,9.766013,9.42817,9.388505,8.722928,8.547488,8.965273,7.966313,9.16836,7.593551,7.467596,7.330235,6.245301,5.696442,6.161289,17.142914,13.268061,16.630992,12.479984,15.462844,12.658837,12.950886,14.948425,13.167445,15.538381,12.61906,8.442595,7.602861,7.316987,8.222388,19.788721,,0.834307,0.712185,0.122122,0.587259,0.170993,1.073724,0.893048,0.744981,0.148067,0.70483,0.201132,1.121939,1.063259,0.755666,0.307593,1.340662,0.204982,1.134142,0.88054,0.762038,0.118503,0.603831,0.200088,1.137655,1.028884,0.755911,0.272974,1.146742,0.217657,1.138885
250,16.0,16.0,5.951957,6.147301,5.730916,5.887033,5.389382,6.140262,6.079109,5.636695,6.882026,5.453364,5.26764,5.82534,5.832597,6.246901,6.721908,7.008164,9.284545,6.472712,9.031634,5.056907,9.079186,8.454152,4.147032,9.242948,3.747805,3.862104,4.973532,4.533341,4.647489,5.118673,4.037833,,0.639433,0.358039,0.281394,0.829078,0.245591,1.028411,0.638245,0.4127,0.225545,0.871897,0.251306,1.093949,0.599099,0.439819,0.15928,0.685122,0.265044,1.106651,0.68415,0.420698,0.263452,1.001541,0.271608,1.110422,0.770613,0.420528,0.350085,1.283168,0.293432,1.111715
257,15.0,15.0,15.429337,14.532109,14.342374,14.194159,13.464981,14.76199,14.493494,14.23779,14.664991,13.560967,14.130028,12.200459,13.166736,13.753466,13.237159,19.902528,15.66318,20.809026,13.851813,19.169272,13.095079,14.98975,19.264315,12.901269,17.66722,15.301199,10.270848,6.052788,5.529438,5.250375,14.58641,,4.605224,4.895236,-0.290012,1.947046,0.158505,1.070399,5.041268,4.903612,0.137656,0.764202,0.177259,1.12093,5.130177,4.914623,0.215553,0.903536,0.197447,1.1294,5.076425,4.924042,0.152382,0.721962,0.198564,1.130826,5.172239,4.903468,0.268771,1.075207,0.193869,1.132091
261,15.0,15.0,3.171532,3.381109,2.864467,3.275,2.755421,3.419997,3.213929,2.547497,3.229978,2.850995,2.811911,2.680595,2.936107,3.077489,2.840816,4.042937,3.615045,3.666418,3.714041,4.424352,3.748597,3.396885,3.865219,3.891815,3.441618,3.646896,2.619715,2.887238,2.188452,2.432784,3.048632,,2.063269,1.874049,0.18922,0.647692,0.139758,1.014146,2.025269,1.875087,0.150183,0.469103,0.158296,1.07948,2.02705,1.872065,0.154986,0.467721,0.178201,1.098802,2.034125,1.867123,0.167002,0.477517,0.184637,1.106045,2.12487,1.86286,0.26201,0.799371,0.183091,1.10984
265,15.0,15.0,1.988058,1.619719,2.00836,1.511291,1.547823,1.67347,1.523827,1.977109,1.924319,1.568378,1.740421,1.144283,1.164707,1.199451,1.28117,4.11394,2.336164,4.165688,2.55264,3.970484,2.402255,2.335646,3.81765,2.327146,4.226045,4.303072,0.253329,0.827885,0.795079,0.762385,2.815546,,0.240898,0.18855,0.052349,0.1994,0.127062,0.998927,0.273286,0.187852,0.085434,0.274595,0.140857,1.054307,0.275684,0.181967,0.093717,0.288289,0.147814,1.069509,0.298167,0.184773,0.113394,0.319078,0.152964,1.076712,0.302831,0.185725,0.117105,0.322899,0.158525,1.081111
272,15.0,15.0,16.207727,16.211971,16.1892,16.382998,16.157576,16.413009,16.188566,16.169939,16.378491,16.189625,16.178222,16.183173,16.18963,16.191555,16.189059,13.150191,13.430278,13.072804,13.473634,12.946677,13.45974,13.138299,12.998161,13.534288,12.916689,12.931129,12.944577,12.954581,12.946363,12.949676,30.626935,,17.339871,17.315075,0.024796,0.225016,0.139333,1.014195,17.336783,17.312938,0.023845,0.255787,0.150973,1.070183,17.356423,17.31176,0.044663,0.323095,0.160663,1.084072,17.366651,17.313763,0.052887,0.340748,0.185186,1.08924,17.288311,17.31285,-0.024538,0.715191,0.179052,1.091534
279,16.0,16.0,3.591348,3.214053,3.357129,2.268366,2.560616,2.509129,3.334399,2.497253,2.536109,2.680482,1.39828,1.584476,1.249368,1.457547,0.950436,2.657178,3.886311,2.57953,4.117526,2.260469,4.027605,2.947326,1.857915,4.216398,1.815104,1.627143,1.648195,0.994644,1.247179,1.419406,2.522581,,0.672736,0.156896,0.51584,1.942367,0.12876,1.010691,0.255795,0.150455,0.10534,0.257968,0.145925,1.066997,0.324028,0.155709,0.168319,0.488568,0.157397,1.085319,0.326639,0.16066,0.165978,0.492785,0.171281,1.092608,0.270589,0.162415,0.108174,0.283302,0.174961,1.095973
285,16.0,16.0,0.373551,0.68871,0.319793,0.950838,0.278698,0.733238,0.616618,0.248641,1.019159,0.277199,0.178527,0.174312,0.187519,0.17599,0.165938,1.190193,1.331986,1.145316,1.449125,0.848098,1.528237,1.16872,0.855623,1.704008,0.749283,0.776853,0.567845,0.56431,0.587442,0.580757,4.145163,,0.322787,0.155318,0.167469,0.329689,0.178156,0.983756,0.641776,0.150574,0.491202,1.502968,0.198299,1.048997,0.805044,0.163521,0.641523,2.125185,0.21187,1.065723,0.691602,0.154052,0.53755,1.676264,0.22468,1.073269,0.850976,0.154717,0.696259,2.303232,0.223992,1.078152
292,15.0,15.0,7.566111,7.234341,7.145056,7.019397,6.600704,6.57932,6.797019,5.845569,6.769547,6.390635,5.577615,6.63579,6.063204,5.621299,5.355446,8.129484,8.06385,7.736638,7.284715,8.323105,7.726903,6.964737,7.65299,7.902776,8.006377,5.454851,4.49513,2.78089,3.171461,3.11815,13.419918,,0.339741,0.283528,0.056213,0.218708,0.150554,1.047007,0.444631,0.293001,0.15163,0.599388,0.193862,1.104469,0.426176,0.291219,0.134957,0.513927,0.200949,1.11842,0.445374,0.306179,0.139195,0.556708,0.202826,1.123242,0.486052,0.299656,0.186396,0.650274,0.211269,1.125248
294,15.0,15.0,6.772391,7.309386,6.091926,6.903405,6.053804,7.22819,6.792884,5.531242,7.154263,5.247786,4.910021,6.071468,5.487773,5.663449,6.030547,23.107019,21.62779,22.979237,20.91989,22.688008,21.071353,19.962202,22.892617,20.94486,22.671058,21.568108,20.286379,18.447068,19.852747,20.004138,9.537321,,0.5831,0.485548,0.097552,0.192668,0.12549,0.997919,0.607303,0.49765,0.109652,0.229214,0.133619,1.054144,0.610369,0.49275,0.117619,0.233853,0.14179,1.07289,0.616122,0.490391,0.12573,0.241795,0.149399,1.08193,0.618168,0.493585,0.124583,0.247137,0.162959,1.087169
308,15.0,15.0,3.69946,2.831013,3.330329,3.14947,3.423298,3.25332,2.523979,2.432155,2.745121,2.813119,2.886232,2.740124,3.057512,2.6249,1.442831,6.021349,3.684628,5.724689,3.665255,5.988713,3.714978,3.571649,5.136832,3.525857,6.406578,5.592139,1.793712,2.203679,1.948614,1.726881,10.537579,,0.372324,0.210289,0.162035,0.703052,0.122107,0.982183,0.361712,0.196613,0.1651,0.574075,0.134281,1.044254,0.438615,0.196347,0.242267,0.853438,0.153535,1.060609,0.37684,0.20865,0.168191,0.586957,0.166401,1.068461,0.624027,0.213005,0.411022,1.540208,0.16678,1.072905
318,15.0,15.0,0.300709,0.396668,0.254981,0.412218,0.19044,0.498182,0.342864,0.182357,0.467752,0.181524,0.170935,0.187799,0.185482,0.177776,0.181499,4.123312,4.385796,4.042705,5.206543,2.334253,5.149894,4.264863,1.924249,5.040305,1.877407,0.214611,0.241808,0.239253,0.242676,0.269892,1.567702,,0.279646,0.169602,0.110043,0.396638,0.141844,0.977809,0.378698,0.175267,0.203432,0.611519,0.177904,1.0371,0.321001,0.182546,0.138455,0.456398,0.177986,1.055883,0.323911,0.180571,0.14334,0.462937,0.186739,1.064546,0.362529,0.17993,0.182599,0.619939,0.182481,1.06908
319,15.0,15.0,5.712254,6.710777,5.518934,6.403682,5.506092,6.196676,6.525425,5.540092,6.031718,5.526992,5.276964,6.281449,6.095449,5.798356,5.96759,34.26821,33.224778,34.31557,32.843152,33.060603,32.41073,32.894264,34.259897,32.784049,34.426995,34.996114,33.499036,33.202022,32.943485,32.710659,9.23786,,4.361296,4.211866,0.14943,1.825624,0.200082,1.003517,4.544645,4.200976,0.343669,2.688982,0.238619,1.060173,4.161382,4.176478,-0.015097,2.221985,0.276646,1.076096,4.14235,4.177514,-0.035163,2.181163,0.2839,1.08099,4.031969,4.162259,-0.13029,2.243044,0.309203,1.083111
329,15.0,15.0,2.002821,2.221627,1.907782,2.473925,1.734718,2.610596,2.130134,1.883366,2.175878,2.026149,1.555895,2.274652,2.459181,2.366205,2.263458,2.880165,2.455687,2.836175,2.634454,2.506128,2.492703,2.449869,2.511968,2.52524,2.51392,3.182538,1.546247,1.358332,1.373021,1.150932,3.569833,,0.515858,0.460135,0.055724,0.210718,0.134796,0.973918,0.5318,0.464309,0.067491,0.242364,0.155436,1.042684,0.540717,0.458454,0.082263,0.263342,0.165609,1.063809,0.602051,0.454256,0.147795,0.491661,0.181907,1.073103,0.546185,0.458172,0.088014,0.273272,0.180522,1.077843
344,15.0,15.0,0.67203,0.712713,0.562971,0.795759,0.536152,0.77135,0.578232,0.538677,0.806232,0.499234,0.416804,0.506649,0.461488,0.433371,0.430677,2.121144,2.521341,2.025271,2.618106,0.811801,2.768018,2.335057,0.820157,2.875097,0.782169,0.634545,0.698631,0.679889,0.691636,0.701773,0.628913,,0.67203,0.416804,0.255226,0.592137,0.31617,1.043099,0.712713,0.506649,0.206064,0.618168,0.442948,1.094229,0.795759,0.461488,0.334271,0.920726,0.361099,1.104704,0.77135,0.433371,0.337979,0.780169,0.395463,1.107946,0.806232,0.430677,0.375555,0.892413,0.375708,1.109433
349,15.0,15.0,2.099187,2.109445,2.073151,2.126898,2.06954,2.305177,2.078033,2.069013,2.385883,2.05915,2.043673,2.050355,2.03948,2.043842,2.041431,0.919297,1.237241,0.884878,1.24669,0.667367,1.267881,1.19345,0.662062,1.316718,0.653705,0.646134,0.632842,0.637577,0.630414,0.620446,1.650735,,2.099187,2.043673,0.055514,0.192974,0.130699,1.018081,2.109445,2.050355,0.059091,0.215482,0.152595,1.084712,2.126898,2.03948,0.087419,0.282019,0.158708,1.105374,2.305177,2.043842,0.261335,0.968701,0.170058,1.113981,2.385883,2.041431,0.344452,1.295533,0.173272,1.118708
356,15.0,15.0,8.858749,7.878443,8.246954,8.366874,8.201088,8.035062,6.872303,6.956437,7.751622,7.171906,6.460378,6.127102,6.527336,7.012959,6.492048,9.606291,10.103674,8.727081,10.277272,9.022013,9.732086,9.149981,6.882646,9.516059,7.221013,5.651311,6.174412,5.249227,5.291244,4.193464,12.181989,,2.653191,2.602056,0.051135,0.340604,0.128614,1.03592,2.85483,2.631596,0.223234,0.765396,0.169045,1.092066,2.730428,2.618044,0.112384,0.561519,0.179393,1.107465,2.82423,2.614282,0.209948,0.98477,0.172083,1.113696,2.969913,2.611647,0.358266,1.254819,0.173807,1.116384
358,15.0,15.0,1.196106,1.205653,1.153527,1.204995,1.101008,1.355811,1.160869,1.083657,1.447918,1.10022,1.06454,1.063777,1.058697,1.067326,1.066115,1.43893,1.732956,1.396955,1.719467,1.038285,1.837211,1.671509,1.036537,1.901408,1.041455,1.006383,1.022211,1.010592,1.01445,1.012161,1.026628,,1.258395,1.124378,0.134017,0.490624,0.162096,1.031759,1.22751,1.121188,0.106322,0.349307,0.182666,1.095928,1.247974,1.11818,0.129795,0.404945,0.199017,1.110846,1.320704,1.127658,0.193046,0.613767,0.201077,1.11582,1.338822,1.126125,0.212696,0.68566,0.207937,1.117965
371,15.0,15.0,2.438181,2.386023,2.26566,2.71166,2.233205,3.065817,2.372275,2.121106,2.846526,2.001011,2.133988,1.992938,1.986298,2.598421,2.303465,2.480645,2.080298,2.174411,2.40098,2.235132,2.533085,1.859239,2.264698,2.559397,2.522692,2.716057,0.508319,0.492271,0.641702,0.635064,1.884629,,0.222725,0.14661,0.076116,0.209025,0.129497,1.012563,0.250968,0.153023,0.097945,0.265196,0.159549,1.072627,0.441539,0.153788,0.287751,0.996507,0.161742,1.092226,0.542176,0.158081,0.384095,1.353619,0.169801,1.100287,0.586133,0.149916,0.436216,1.513927,0.172142,1.10421
379,15.0,15.0,3.078371,2.905434,2.398785,2.907115,2.061727,2.933271,2.617677,2.206958,3.241959,1.890378,2.074776,2.201469,1.819397,1.818844,2.654402,5.739811,4.346892,5.684215,5.374339,4.237139,5.405708,3.112051,5.045988,5.250431,4.324021,4.345604,0.813798,3.538999,3.153921,1.81288,3.794472,,0.357811,0.265017,0.092794,0.290318,0.185863,1.069538,0.387472,0.273723,0.11375,0.354539,0.217829,1.127324,0.413893,0.277737,0.136156,0.422688,0.229553,1.143411,0.443897,0.294099,0.149798,0.472288,0.254659,1.147731,0.440296,0.278561,0.161735,0.481845,0.27525,1.149352
381,15.0,15.0,2.765135,3.170257,2.082471,3.167093,2.314855,3.041515,3.067956,2.148933,3.227962,2.021214,2.201785,2.492003,2.930865,2.438078,2.830597,39.480932,39.281788,39.050931,38.584118,39.318878,38.613996,38.390984,39.500717,38.600826,39.535341,39.30887,38.312361,37.601961,37.717856,37.92061,2.142195,,1.27862,1.202028,0.076592,0.17443,0.099626,1.004118,1.29647,1.211581,0.084889,0.207033,0.122296,1.063509,1.301935,1.212386,0.089549,0.214569,0.13479,1.080039,1.44516,1.212678,0.232482,0.761416,0.140155,1.087189,1.624958,1.217201,0.407758,1.462199,0.132699,1.091287
382,15.0,15.0,16.559042,16.177208,15.984846,15.674856,15.172175,15.795439,15.558771,14.897518,15.291764,16.118789,15.64174,14.94446,14.777772,15.762171,15.406284,14.681847,14.605567,14.168877,13.487004,11.532771,13.669421,13.283619,11.741773,13.202938,10.402228,9.752343,8.55446,6.44051,5.455085,6.354083,19.46027,,0.735687,0.649647,0.08604,0.537058,0.188372,0.986126,0.721095,0.633333,0.087762,0.549106,0.202111,1.03311,0.797969,0.629385,0.168584,0.807244,0.204321,1.052952,0.832177,0.631133,0.201044,0.928416,0.207702,1.063753,0.830262,0.614827,0.215435,0.933232,0.218249,1.0694
392,15.0,15.0,4.353758,4.903981,4.544674,4.790583,4.276262,4.930051,4.682892,4.076535,4.914068,3.935018,3.923293,4.355704,4.514824,3.984379,4.265869,3.24818,2.564159,3.207688,2.153057,2.330888,2.478043,2.504399,2.317326,2.383574,2.320575,2.823914,2.564298,1.517713,1.643996,1.452479,6.779687,,2.67251,2.548772,0.123738,0.449954,0.161327,1.008136,2.819511,2.554597,0.264914,1.036963,0.180643,1.077784,3.047838,2.546214,0.501624,1.735888,0.186439,1.09767,3.149,2.552597,0.596403,2.213914,0.196053,1.105078,3.121826,2.559197,0.562629,2.071342,0.203521,1.108841
393,15.0,15.0,6.085958,5.850805,5.019563,5.76019,4.114009,5.51977,5.421342,4.112793,5.076275,3.807137,4.070822,5.074371,4.657249,4.341618,3.848082,9.115813,7.889566,8.814452,8.198896,7.695522,7.878576,8.110983,7.238705,7.47923,6.69452,7.327837,5.581256,5.922952,5.168521,5.860853,9.650618,,1.281334,0.545565,0.735769,2.089179,0.254359,1.012879,1.231106,0.56566,0.665446,1.759952,0.231195,1.078969,1.654351,0.540887,1.113464,2.701163,0.279114,1.088895,1.739596,0.561035,1.178561,2.999441,0.310065,1.091261,2.008285,0.562101,1.446185,3.542757,0.357427,1.09315
394,15.0,15.0,17.008909,16.697517,16.989961,17.187815,16.105852,16.695883,16.59754,16.326083,16.528988,15.996869,15.608515,16.399548,16.977807,16.972466,16.83749,6.740409,8.274061,6.420308,8.436311,4.555772,8.861282,7.66721,4.696207,9.030899,4.068344,4.091605,5.012112,5.12073,5.144769,5.335019,19.448151,,18.152887,17.901445,0.251441,1.45027,0.202741,1.007288,17.65338,17.87519,-0.22181,2.251451,0.191305,1.067925,17.758614,17.872673,-0.114059,2.662691,0.225566,1.082536,17.232242,17.709683,-0.477441,2.669972,0.439602,1.087696,17.012648,17.550758,-0.538111,2.595625,0.609345,1.089594
398,15.0,15.0,1.408108,1.422798,1.022016,2.208207,0.926485,2.295318,1.172218,0.688339,1.885546,0.741064,0.48595,0.440857,1.231396,1.027777,1.346164,2.446622,2.950955,2.086066,2.92368,2.37033,2.68566,2.833181,1.607373,2.947921,1.632202,1.011294,1.08857,1.145849,1.134673,1.648554,22.358148,,0.304555,0.224443,0.080112,0.265125,0.177841,1.041516,0.369371,0.215634,0.153737,0.474632,0.198164,1.095651,0.416036,0.231477,0.184559,0.595921,0.196351,1.112171,0.480991,0.233362,0.247629,0.800593,0.213043,1.118822,0.465522,0.229875,0.235647,0.731361,0.21565,1.122294
402,15.0,15.0,8.835426,9.03226,8.893031,9.675161,8.536587,9.395435,8.805406,8.619108,9.440114,8.945777,8.957401,8.270281,8.832462,8.535483,8.506752,13.509175,12.415394,13.424007,12.867091,8.570587,12.371951,11.770745,9.665979,12.613396,8.210943,7.71734,6.158131,5.958945,5.851674,5.599204,10.653289,,3.978532,3.805317,0.173215,0.626926,0.140687,0.987672,3.982819,3.792471,0.190348,0.650486,0.152823,1.046005,4.065807,3.81432,0.251487,0.892788,0.159637,1.059296,4.238314,3.819879,0.418436,1.100585,0.175212,1.062922,4.240456,3.826519,0.413937,1.099524,0.173659,1.064236
411,15.0,15.0,0.370668,0.386029,0.343301,0.397029,0.345584,0.462407,0.351592,0.329854,0.467848,0.331824,0.324695,0.32043,0.324498,0.324353,0.322203,3.172885,3.204171,3.139751,3.209548,2.863507,3.220309,3.16299,2.85351,3.219672,2.848148,2.839309,2.848352,2.849202,2.84909,2.844433,0.340992,,0.370668,0.324695,0.045973,0.159619,0.085352,1.007999,0.386029,0.32043,0.065599,0.192259,0.113396,1.066871,0.397029,0.324498,0.072532,0.210788,0.120339,1.085442,0.462407,0.324353,0.138053,0.457312,0.12425,1.094135,0.467848,0.322203,0.145644,0.462559,0.131465,1.098928
413,15.0,15.0,4.823939,4.613539,4.209929,4.433425,3.796275,4.74048,4.182245,3.273265,3.917137,3.236174,3.400505,2.59903,2.792397,2.576082,2.269831,6.055657,4.581255,6.459733,4.95316,4.421189,5.05213,4.145859,4.115256,4.894872,4.305364,4.535969,1.937725,1.3606,1.449614,1.502948,2.407896,,1.869556,0.653763,1.215793,3.057245,0.891634,1.029733,2.061199,0.68181,1.379389,3.869963,0.656986,1.074892,1.94349,0.647151,1.296338,3.130807,0.787154,1.083377,2.801215,0.695468,2.105747,6.356357,0.801839,1.084202,2.157846,0.625688,1.532157,4.123709,0.775692,1.083374
418,15.0,15.0,13.282562,12.6941,12.109628,12.720036,12.541913,12.985662,12.045433,12.560012,13.165369,12.534024,12.508494,11.500259,12.563731,12.228591,12.369569,10.114367,9.286315,9.212273,9.062033,9.322043,8.63571,8.140853,7.649022,8.598778,8.592142,8.039242,5.405189,6.314419,5.506491,5.061632,14.673501,,9.853383,9.809113,0.044271,0.200949,0.133317,1.033036,9.878791,9.817711,0.06108,0.265174,0.167067,1.082341,9.876865,9.81627,0.060595,0.26434,0.171214,1.094073,9.972359,9.805391,0.166968,0.542044,0.178148,1.097827,10.074043,9.801472,0.272571,0.920035,0.179265,1.099417
